source,target
73bf3482-0ee5-4a7e-bdad-fc0235402669|R2150-15,1bd1d063-1dac-4b21-8c49-ea3e63c62cf6|R2150-14
5bf4412f-67f1-45e3-94ba-57135e921bd9|GCPP0324306-2,03efd254-7f05-4a59-a098-a47c596b1122|GCPP0324306-1
ee5baf88-a58d-4672-b34c-e13b3ae528c3|GCB0024066-4,51763b7f-d745-4994-9624-e6fdb7c6c989|GCB0024066-1
f4c2dc14-24a8-49b8-8ddb-0c007ac936ac|QR2628-28,6c02c914-5900-4945-934a-f1038e219a6e|QR2628-26
72037901-c92a-478f-b6ba-736c258717fc|GCLC09810330-3,e2f8952b-7f25-48d2-b68e-4e2c16db9e78|GCLC09810330-2
90656a73-c8bb-4379-b411-ddaa9c928236|QR11281-2,3ff268a9-595f-441d-8b73-38190bfcc03a|QR11281-1
6372031d-eb23-4e50-914f-ad8ce3b50bed|Q1878-28,5403f7d1-273b-483f-957e-e0ba15b75aa6|Q1878-26
450a5655-6604-4598-b130-dc203293c3e8|GCLC0664555-7,28bd2ad7-a1c3-4b8b-a9cd-99b3aa7b5f35|GCLC0664555-6
339009a2-ff4b-4234-a746-acbb778746a9|MOD-3076-11412-1,76ab534d-95a5-43ac-a7e6-ccc097941128|R3076-38
27550c08-db0a-47f0-8160-72e84fd6b3ef|SCB11951-3,760d3219-0f8e-4e74-b26e-7b36471efb58|SCB11951-1
9af2e8b4-8f45-4f11-b189-c9f5ad641159|GCPP07710208-13,47a58ab7-49bc-4387-ab52-27e371d6e6a4|GCPP07710208-9
3602d3d8-439e-46a8-96a8-bfdd72776f28|GCPP13211080-4,3e573a5a-b29a-4709-b41d-4c83f5e3f06c|GCPP13211080-3
1d1478ae-5720-49e4-bf5d-5ada88bd208b|R3576-6,a7ce4702-322f-48aa-b1cd-6ccc2402dc59|R3576-3
d27100b8-684d-4f3e-ab18-c49e175904d3|R4488-8,9fea8379-ce62-4956-a569-d45e00ddac25|R4488-3
c8a591e7-0b47-4270-9a70-6bdbe6433b07|MOD-11740-12188-1,b26b7015-443f-4dc8-9a7a-9d6bf728a844|QR11740-1
8d9bde0b-4614-4be5-8715-903cd9d154f1|R3247-23,c9f1c495-53a7-41e1-a4f2-01287a79d9f2|R3247-20
1905efad-0e7a-496b-ad8e-8b29fe99e239|MOD-3924-4361-1,b7229cd8-53dc-4ef5-8901-6a3e9748a0cf|QL3924-4
f5c5bf19-ebb4-4eda-9107-f3d4031ed8cb|R1156-10,635e5498-8da2-4ada-a273-50a09dd7fdcd|R1156-8
23189e95-8acb-46d6-9e81-f2cbf43a5150|R0628-25,f57d600c-063f-4c3e-91e1-9a461f56b54c|R0628-21
f5695b5b-1a36-4c80-aa7c-ff27a17b0c84|R1702-11,dda04c2e-e22b-4db7-b290-93c0821754eb|R1702-10
b20394d3-06b6-4655-a567-de4d002fbf2d|QR3626-17,c8aeda63-58d7-4a7c-8161-cb7210621c09|QR3626-15
744cdec3-67ef-4210-9d87-f713f83f6d80|F1924-49,63c16c22-2565-4d43-9080-2730e7fac50e|F1924-47
b07b72f7-6d02-4e46-8ab0-af7b7253dcb4|GCLC0354233-5,d994e8cc-7ad2-44a0-a16e-c93eb2783a64|GCLC0354233-4
389cc06d-7e65-4390-9a2d-ac0f2b06dc66|R1705-28,02258a70-6648-4a7c-a288-cbc375de29e4|R1705-25
57468ad4-24fa-43aa-ad02-43875307d462|GCPP29413588-3,6613d2a4-a344-4f42-a6e3-87423e5d0797|GCPP29413588-1
340a3393-02f4-4f69-94c0-e50a93fd4fb9|GCPP0224199-4,71a6b019-ae9e-4cf8-b483-e1e0dc1fba0e|GCPP0224199-2
f8f54d98-a36c-450d-b538-ccbddf006dda|GCPP08510267-4,34c3b0ab-8b5e-42b6-9e55-8a3b275ca5d3|GCPP08510267-3
c0c244c8-6a59-4bad-90f1-f69bcf3adb0e|V10573-2,29e1bccc-df33-4950-a5e1-4971c148b915|V10573-1
54b85f30-4c76-46c9-9139-53372f5c9562|AO-C4436-84,b4f0b707-d309-4b0e-a300-0f6d699af565|AO-C4436-40
a01b7ed6-ee1c-46aa-8d80-96836e57768a|SR13399-2,8b674ecf-2b01-4ef1-bb3c-dff888663890|SR13399-1
5431a5e5-e933-4c06-ab6c-deb4f4a19a12|R3464-13,e4780edd-61f0-40ce-82f7-2fa6bfdddb57|R3464-11
f63cb349-9ebe-429f-984d-b1727275bd59|GCGAP01313327-3,f193e59c-4885-44c3-8c71-90200865efe1|GCGAP01313327-1
ebea2db2-c556-4c9d-b48e-f4f4254c753c|AO-D4079-30,f2d7f5fd-35e3-4a0f-80ef-bde4dc0170dc|AO-D4079-14
9fd4197d-0586-4e1d-8b75-c2cfbde5965f|QF11426-8,2ee195fc-75bf-482e-89b4-b5464440c998|QF11426-1
ed2139a6-b655-4dad-842d-5ddfab755923|GCLC24512013-3,cc0d6c57-9103-469d-b68e-fb2e02c85f3a|GCLC24512013-2
54cbedba-818d-4c3e-a205-2f426ead2611|P2936-6,6c9a9414-fd01-4dd6-a68a-79bc37c1d24e|P2936-3
574702e7-1546-4872-aace-0ecdecf7e149|F13729-3,44a70241-4b41-4ef0-b1f7-fd4bc7994ecc|F13729-1
548cff22-f568-4aef-8206-3393f474f451|GCPP09210392-2,59f0eb60-5ac9-4ffc-9151-7f7dcae7a9a1|GCPP09210392-1
1fac81b5-a338-4c44-8eed-aa6b36e54227|AO-R11130-16,d6a995e8-9e55-4527-960b-221341a9ff66|AO-R11130-1
a018a515-2674-42c8-a66b-b85411233fc5|RO478-3915138-1,4e5e025c-e147-457d-a0f0-4301d0eb13b6|RO478-39
f6ccdac2-5937-4a2c-919f-6b8726ddaf7b|MOD-3938-11282-2,30f222fe-fbd3-4c73-b4e0-5e725e2fab05|MOD-3938-11282-1
542dda01-1749-47ca-8eed-fdfed4e83216|ASL10055-3,2e774ed2-cab1-4f86-b9b8-abf10a3ebbf3|ASL10055-2
f5ffb681-e57e-4606-bcb6-153580a9cdc4|GCPP13011055-12,070d6c62-3128-4a79-8dd8-34a9f743d40f|GCPP13011055-4
e2911502-fa3a-4839-970d-21ff6d55c091|AO-D4079-31,f2d7f5fd-35e3-4a0f-80ef-bde4dc0170dc|AO-D4079-14
5753cf0e-8619-4caa-8064-c22dda911fbc|R3391-6,9d371ce3-32ee-422f-ac5a-9ff0a01aa23f|R3391-5
a016c253-7399-4786-946f-7e32080bdc12|QR13741-2,9aa96d69-e20e-4333-a291-e0d618687d40|QR13741-1
f6330198-1947-4cc6-abfb-3315e9f69943|R3535-49,4f2fe4fa-20a9-40b2-bab8-67a366be2a73|R3535-48
5768bd3c-813c-4beb-867e-98c79b7476ea|V10097-9,d7ff3c62-d2a4-4a18-a39d-bca20fdafd3d|V10097-8
419d5b59-39bf-4ee2-8c10-5709b01bf8be|MOD-2124-13493-3,80a35cac-cd34-443b-a0b7-846c511d71d7|MOD-2124-13493-1
a037175f-e3d3-4bb9-abf4-111886afdbb8|L4136-18,68c8c322-0581-4116-9500-41a01550ba23|L4136-16
523c05de-2e3e-4ea1-8671-8a2ae0efd17d|MOD-11740-13491-2,f3f2bc4a-e7c9-483a-979e-383a813bf2e1|MOD-11740-13491-1
a18155ae-f489-4421-af36-980f9eb22936|ASL11888-7,c3194a5c-e006-4c34-8c5e-b47081701f27|ASL11888-2
4ecf56e7-0c0a-4b16-ae70-caef278a6218|AO-D4079-35,f2d7f5fd-35e3-4a0f-80ef-bde4dc0170dc|AO-D4079-14
a19a185e-d42d-46b4-a8c4-654899fc4af2|ASD10136-13,28b74701-e812-4497-96b3-31a8894c1a99|ASD10136-5
a169f4f7-11cb-4229-aa51-154da205e0a8|GCAOC00213507-23,03c09a00-4555-4a94-81cd-ba6831ac2f63|GCAOC00213507-1
a1aa08ae-b235-4138-91c7-fd73b68469d7|GCPP20612192-4,d58b995b-4507-40f0-821a-0f8d68b9f62b|GCPP20612192-1
4478f8c0-de9b-4ca5-bcdb-d74843cc464c|AO-D4079-37,346cabb8-642e-4a60-a1c8-05a67508e3c9|AO-D4079-36
a0244f56-964e-4994-8f22-5e89eeb0bbb1|QR2692-42,334a96cb-beb9-4e71-bb20-afe9416cff9d|QR2692-34
a160ea41-2361-40ed-96ba-e214aaa80474|MOD-1890-12691-1,24bd3574-c2fa-4af0-958b-5ba9442421d8|R3115-14
9fd0a497-6515-46e2-ac35-762401d87912|R0856-31,b66072e8-7ba6-476e-b49b-7c2f3d619e59|R0856-27
9fecba26-84ba-4521-a2fe-4a7d5881d8d8|QF11310-4,734c449d-30e5-4ef3-b652-3bc1e63baeb9|QF11310-2
9ff719af-0f8b-4e46-8463-8a572a6155cd|SSF4550-18,ac309120-f01a-4d1d-a98d-a0842df15b79|SSF4550-12
54dfe053-e026-4252-a4ef-06633794578c|F3625-30,f2cc2cf0-1735-4e76-a7a5-c0dd081fddfc|F3625-20
9ff96077-5468-4eb1-a741-f3daded67960|QR3985-16,eb2d8676-a017-44db-8b27-c71efdb3a96d|QR3985-13
f6cb3f42-4981-41c1-bd80-f9d518bdc084|R10608-10,994e986e-e05a-49c5-af3c-927e495a37e4|R10608-2
f5c48053-f473-4c4f-8547-d71c0979a5d7|GCPP12911034-4,8eb09cd4-8b0f-429c-81de-a4b2205a9738|GCPP12911034-2
574473cb-02eb-4a93-a560-674eadc45853|R3347-3,60ded516-90d4-4529-b160-8af1b51069f6|R3347-1
f5d726c9-752a-49f0-967f-2d63a4d38376|SSF11045-10,59aa134b-01d6-42dd-bb3f-b1ce779c238f|SSF11045-8
5d40937f-1715-42db-bc8d-9eefa62f7587|GCMODPP0424351-11341-12,371d36cb-1219-4966-ab7b-61aa905f5d2d|GCMODPP0424351-11341-9
f5bea91c-386d-4dd1-b543-17c40cf1ea38|MOD-2692-10643-2,672ee737-af44-4e6b-b0ed-5ca5802edae8|MOD-2692-10643-1
f5e808c3-ab90-4065-9d6b-3dabbca6b82c|QR3243-9,3dac30ea-f6de-459e-a8a1-b70651377787|QR3243-6
548ffd45-8e1d-4421-9b15-171c5001b333|GCLC20911680-4,f53ba64d-b08f-4a43-a9b9-48af39d1f487|GCLC20911680-2
f5fb8ebb-7b07-433e-b9e5-703c16d11eaf|R1431-50,2f7d488d-e83b-4472-a6e1-f6626de25614|R1431-49
f6281c6d-b0d5-4098-af47-1babf8bd0a51|QR3011-43,f112f36b-c8f1-414c-bb16-db8fb559c2f9|QR3011-35
f5f197a1-0281-41f8-aa88-f7b7396c3f7c|R3139-13,1fb5ccdf-d77e-44f1-880e-d40d68686a92|R3139-9
f63698e5-ffa5-4331-8736-1631b7efea10|QR3208-6,8b825be5-3b05-4f00-bee8-c09e718f3cb7|QR3208-5
54954079-6cd9-44fe-8766-c439da4022e4|RO478-16,3194e285-57ff-47f6-a7fe-b2fc3e18a438|RO478-14
a17509e3-fe55-41d0-afe5-3e6b5b28dae0|GCLC08010049-7,e9dd6d44-f2ba-4d86-84df-996cad477446|GCLC08010049-6
a025918e-dd5c-419a-b2a6-8accf771952c|GCPP16011264-6,0ee809d2-b269-4036-a679-ea7650bbdf1a|GCPP16011264-2
a17eba81-9d28-408f-a153-7c199b69e8a1|R3514-25,1b046e60-30b8-4331-87dc-14cdd3c325e0|R3514-24
a1adc5be-d064-458b-b78a-67fe7675366c|G3015-4268-22,d1e83fe7-160a-43f2-ac9f-9ea7317693ed|G3015-4268-15
a03687eb-d51e-4c42-a8e7-d43589a83963|GCLC09810330-4,72037901-c92a-478f-b6ba-736c258717fc|GCLC09810330-3
a0222e83-e5ec-4367-b16d-f42aef4364f0|PR3365-8,838d43e0-d839-47de-9597-710c0e29fabf|PR3365-7
f613ced7-c964-4f36-972a-03d835c9096d|PR3364-7,0ef8748f-dbbc-4e31-8d11-049a9931ded8|PR3364-6
47ca6db7-40b1-42b4-8509-2fc9de3b0a53|R1684-54,dedfa216-c235-44fc-a55f-35ec91ab9a45|R1684-53
a03186b6-6ce1-4ebc-bf1c-70f564138f9f|SPR3774-4,bab3da6f-c0bb-40f6-82a0-70a3d96bda79|SPR3774-2
a0325a19-2425-4fa9-b5da-cdcd5f518ac5|R1214-31,49419a85-d72b-43ae-95f0-1936720a020d|R1214-29
a1869f36-f669-4521-893d-e8ca6b18723e|GCB0264509-6,3ed13066-f0c3-446f-b160-301129f457e7|GCB0264509-4
f65ef23a-f4f6-47a5-8233-185a8e77882b|F4487-17,8d4d0c58-47b5-41fa-be86-08b62229a4ef|F4487-9
577e4656-2069-49c6-aeed-1b7df80a39fc|ASD10800-6,4ad9d487-9fc9-45b2-840e-d0849caccdca|ASD10800-5
f7304b5e-6e33-4f6e-9265-e455b3904d97|MOD-10164-14040-1,eded1591-3ecc-4401-bd6d-56aeb31a3c26|L10164-29
54a64d5c-90c4-407f-8c60-0fe129561fed|QR1806-80,8814c55f-cc46-40ce-bcab-7099ccbb2653|QR1806-77
54d93b50-6c01-44fb-ba8a-e668415df373|ASL10081-3,3f48c212-c77c-44f3-a2a3-7062ab05d4bb|ASL10081-2
f7e8dc6b-8730-44cb-90b3-8ec8983ee8b8|R3311-6,603e0ca4-6680-4d02-9c5d-acd7a01aaca7|R3311-3
734e4c76-52c9-4d03-a230-e843641f434c|XX14383-2,8ddc37a6-1dd6-415f-95c5-7d1da9424287|XX14383-1
a161c51b-5fd6-4398-9a02-0d9a7d62afca|R3078-19,caebc35c-0b31-4e32-aad7-a6595c091eec|R3078-14
031e0167-150e-4b98-abac-687d880a0779|AO-D4079-40,6a409799-3da7-45a4-a9c2-70cd6b945551|AO-D4079-39
a18e38b5-f206-4b8a-9e2e-6faa2cec12bd|QR3672-17,a3052f38-cd1e-439f-948c-74f78907a7c0|QR3672-16
f62fec28-f1a6-4589-8196-3c88fecece0c|F3458-3,2c906258-4556-4112-884e-428f708c309d|F3458-1
57cfbbd9-3758-44bf-9ce5-0169663d91bc|GCLC23712032-8,599bd4a8-a3fd-4495-a142-fdde6b668319|GCLC23712032-1
54f58a95-acbe-4587-92f9-84bea6a25b97|PB4257-3,2cb96586-2586-402b-a4b0-9eb7fa813ebf|PB4257-2
54adb07f-d5c0-4319-9b7f-2d7fa09395a3|F3625-12,d75466d1-d142-4c5c-ba59-9fb310c5588c|F3625-10
a19bcb5d-581d-4145-8f04-06b7ff7a038b|SSF11045-7,5cc7e425-8ff6-4670-8162-3bafe7d78d47|SSF11045-5
f62b2e18-41a6-4a15-b081-4eb09278aafa|R3130-12,43c590a2-fdc9-434b-854f-a20a8bc6c42c|R3130-6
ddd46a4e-b5fd-414e-a713-b57614fb2aec|AO-D4079-42,6a409799-3da7-45a4-a9c2-70cd6b945551|AO-D4079-39
6623f8c4-258d-48e6-aaf7-f1ee8d40293f|F11883-11,ab36fbd0-80b2-4ffd-9cde-b5d12f07dd58|F11883-5
f63424b8-d11c-4b3c-b56e-0c3cf3e8c6f2|GCB0214398-14,e99c3561-aad9-4ece-a6fa-9cde4c076d9c|GCB0214398-10
0da67f97-fcfd-4999-8175-b05e77ae103b|GCLC22811912-3,002c9db5-5a44-4de7-b23a-1214e9b44311|GCLC22811912-2
a2503a93-7385-40f1-a754-8c9257169b66|R1816-25,ef82c555-dd91-4ccd-a875-1e9bbf866a9f|R1816-24
a237cbc2-4f36-4efd-948d-cbeb20f18aa6|SPR4032-12,c6a5fa4c-07d1-456d-a8aa-c89d3ceb6323|SPR4032-11
54990577-1128-469a-b188-7c055425b6a4|L10904-5,6cb4bfba-9afe-421b-9a5f-908023a52485|L10904-3
a23d4244-41bc-4c51-aaa5-aa22bd442d8a|QR3672-2,84b47e56-4824-4796-8eba-be18128a5eee|QR3672-1
54d2d681-a668-4280-9b3f-63bc532d87ca|QR1950-49,cdaedb52-d3c2-480f-bcd3-edd84874ed00|QR1950-46
a02452a6-480f-4267-8008-42862702c3ab|QR3543-11,7dfa7891-98e9-4678-83b6-525cab611b0e|QR3543-6
57dd4aab-e00e-43cb-b2f5-f1fcea591a0f|AO-D3708-45,52df6e81-2ebf-49d0-83f3-10ac5efe8a32|AO-D3708-43
54d73f6b-1312-4986-8365-69e6acff89d5|QR3243-25,0d8989db-6f1d-40f8-aec6-fb71ba54a617|QR3243-22
b7e4c56d-294a-48b0-8c20-83d36f2960a3|GCPP0394333-16,9640a9fe-aa6f-4ae3-bf87-6182eabdfd40|GCPP0394333-1
f65d080f-6894-4267-868a-11b7bd6df6d5|GCB0204386-6,38609766-a309-4a58-a1a3-07e572a8093f|GCB0204386-5
60c13c12-4d79-4206-9bcd-66d7fe3aa93f|AO-D4092-21,be174d93-f306-4ba0-b77d-8900363785fc|AO-D4092-10
f65fa25e-1158-4fdb-a9da-09f457d6eab5|R1078-15,ec0666bb-7570-4355-85e7-ea2fd6b8ffb4|R1078-12
a2b6415c-4a70-4962-a023-aab84658e19f|R3076-32,d4c9768c-7887-4b36-9738-df525e50951c|R3076-30
f66e3854-47a2-44b6-bba0-e6659109bde8|SSF11639-2,076a2425-8acf-4758-9d74-7f2c46d46a9b|SSF11639-1
f7f7194a-2c12-4665-8b12-30a6f07a68a2|R3417-11,8df6f1dc-5b74-4d60-a12b-7582a454c3aa|R3417-9
a2d48969-4352-4314-bf38-f5889f15e516|GCLC24212031-2,9a106908-0792-4334-a9cb-127ac194e3a1|GCLC24212031-1
54f3119c-d355-4de5-b843-67931501ee3a|ASD10132-13,13176c6a-952d-49f2-9623-6e6771030d47|ASD10132-8
f80615b4-fcb9-4f0c-9a44-86218293acec|R3039-38,b3f21da8-bffd-40ef-a94a-6649541225f0|R3039-37
a2c96892-f6fc-4c3e-800d-34085b7186ce|GCLC34113467-3,45357266-2237-4e22-9af4-e501eb426d14|GCLC34113467-1
54dfb241-80c7-43a0-b43e-49c42c64722c|QR3633-8,0768bc8e-8863-4727-949e-8562c55d6c19|QR3633-6
b7ecc748-e9b6-4921-a6aa-c585148262d6|GCLC12110578-8,9d36d6a8-920b-4110-8340-1b55d71edfe3|GCLC12110578-5
a2e858c0-796d-4d8d-a584-ac82c3052e68|GCAOS00612001-38,3ca51583-f714-4503-92a7-e473daedf424|GCAOS00612001-3
f5e7b4f1-7517-4ce0-ac74-9d68dfcda735|GCLC20011567-5,4f300512-ab70-427a-b7cd-8d0446552743|GCLC20011567-4
a238432d-4f92-4b1d-908e-a4a39f2a989b|AO-D3072-35,c098c584-ef9c-4057-995f-237dfcdbdfdc|AO-D3072-34
f7cdd87f-54a3-4bc0-9ac3-4207ea602cbf|P2882-9,a18b05e2-25b7-4059-8565-8f0930a317c0|P2882-8
b7ee96fe-7012-4ea1-b2a8-893420121414|AO-R10201-30,6d27aa79-e539-40bc-96dc-e2ebf7b13492|AO-R10201-29
f7e6abd6-427f-433e-861f-f8b5ca1ac37c|QR3459-11,45fcc664-8ee8-400c-a249-585da1587f07|QR3459-10
ffe3451b-f229-46f0-ad8d-6bacf9023fb0|AO-D4092-22,be174d93-f306-4ba0-b77d-8900363785fc|AO-D4092-10
f632a30b-770d-4ff6-a42b-b275333ce3d8|GCAOAS00113762-32,1b42f839-cc46-4cab-a66f-2e7ca99bddea|GCAOAS00113762-1
581c9872-ee6a-4329-ba35-d31bc5fa3b83|QR1888-48,919d1abf-5079-4420-8dd5-8355db740516|QR1888-47
a2321372-75ab-4879-a452-e96900095847|R3553-9,5bd4267c-a81d-4b5e-8ce2-5f05329c18fa|R3553-8
a29598a7-b013-46c9-b177-b1c57ab91e51|QV12370-4,d9ec7d40-f6d3-4da6-8907-f8bb1eec246b|QV12370-1
f5f5d125-db72-4268-be41-8d194e21a308|L4331-7,b9b41996-1a6c-4ead-8b64-ad7623556fb6|L4331-5
6e118ca1-c8e7-41cf-b680-fbb490dc477f|R2150-39,1b544367-c4ac-4583-8ccf-e3469c88aed9|R2150-38
b7f1f6c1-b039-4773-baaa-a86fa9e9f5dc|GCPP0234207-3,6fcafcb2-27dd-4203-93f9-c8a7ebf795cc|GCPP0234207-1
581c9e85-fcee-4cff-b597-09d5f8f0ff32|R1656-15,7e18336a-1098-46ce-993f-09b1ff504b11|R1656-13
576413e2-b053-4d0c-af7c-034612f8aba4|GCAOS00512002-5,429a1a3c-e219-4173-8ece-21a124c4be97|GCAOS00512002-4
f60603c7-a9cb-4a04-a7dc-b85fcffbdacb|QR4225-11,2e6093d5-ecef-4a53-841d-75edfee4b6a9|QR4225-10
f6463907-87d3-48f7-80c6-9003afce1afa|SG4459-10,7aa00591-0bda-4359-9029-42f942aca9b1|SG4459-1
5752d0b8-207b-44d7-b115-e475f246fd4d|R3755-19,eea91d45-2131-4a22-993f-4fce070fd9f6|R3755-6
f60993d2-e511-434b-9290-6705b0b99407|L2857-4,3759c9e5-5dc4-4f78-a32f-39e7cbe8f536|L2857-1
f8f4a07a-4f78-4613-bd71-bdf6852111f4|MOD-2913-13622-1,bab8c10b-1141-4284-8374-9378588af6e0|QR2913-30
f98a0c69-0978-4545-ba81-f0f972a4673b|QR3208-15,5d59cc90-e15d-454f-be78-728ef5bf59e5|QR3208-13
1655f3e5-7ff9-4eb0-8f3d-a291697d8054|R0796-17,ee3ffaf4-efcf-44b4-ac3b-6dd433f39c74|R0796-16
7ec32d0e-c414-413f-bea0-30ec2622e7ee|ASD3993-7,3c280b4a-b698-42ea-9fc2-18fec3037d3a|ASD3993-6
f9cbbc0a-3818-496c-812b-3e90abf970af|R3938-3,ba1a509a-8ce7-4701-a664-58dc140bbe5a|R3938-2
578f454a-1968-4409-8d59-a70379586272|R1856-17,ddc86705-1c05-42e4-a4bb-8047ccec9282|R1856-16
a2a7e5ea-e7a2-4a53-adb5-3382f8807329|GCPP12110857-4,76dbb313-0bec-4f3f-9c0a-b7aa0cd66b1e|GCPP12110857-1
f7ef5afe-2fd1-48fb-8b56-592845d86943|GCAOS00512002-28,d5927cad-7e2e-457a-9db1-4d2281965253|GCAOS00512002-8
57644c4a-5ec9-4f12-8f92-6eb87a4b342b|GCLC18511502-11,1fe64196-b15d-447d-8895-069175bdf483|GCLC18511502-4
5761c9f9-9bd3-4c57-ba9d-1762d55e3819|GCB10212157-1,3948af3f-bbac-4cf0-828e-1368469ee91b|GCB07810696-1
578acbaf-e244-4e12-a7b3-7d1c1804104e|GCLC20811676-5,545a442e-26a1-4623-9bbe-050945517701|GCLC20811676-1
3e0261f8-4f70-4a59-8a7b-eb38bd84151b|GCLC26312150-3,3fa6840b-674d-47d0-b585-ba8f22c0a0e3|GCLC26312150-2
f7f6bcbc-0701-429d-ad7d-64acac452558|L2848-22,b2b5d04e-d70c-430a-be29-53d619cb17cc|L2848-19
579119a3-097a-46d6-80ac-af85acf43ec1|MOD-2494-11560-2,679e6411-b6dc-41fd-94a9-5de556a0db11|MOD-2494-11560-1
f830c3ff-644d-4508-92bc-112bd95a24b4|GCAOV00312889-18,6182b3e1-c2cf-4e41-8d68-0b7e368ffb71|GCAOV00312889-1
a2c0448f-9988-470a-bc66-a206a9ac0cc5|GCPP23212352-4,ce63214b-4295-4c60-a8cb-d2ec05bc3bf7|GCPP23212352-1
f83b39ce-ff88-42da-9429-ae4efe768d51|R0190-26,5101663e-c290-4e1b-bf89-8288dc3b8cf0|R0190-22
a2b6f943-7de1-48db-b172-11f9b38d9148|SSF10571-3,5d016670-dd55-4ec8-b663-a4f85c713e93|SSF10571-2
f842c665-ebd8-4f47-b6eb-78c16ad4de6d|V4476-6,9f256f1d-38f2-4592-b01b-a6634ad2d376|V4476-5
a2b799be-4be7-46df-b0be-579dac6fedb2|F3625-42,b1cabb2c-3872-49b7-bd95-153a2a0758da|F3625-40
15feb9f8-1a93-4fbd-ae4b-e417cfaa826f|R3456-6,caca2526-c3b8-40b5-8add-4872ada6b5c5|R3456-5
09829f28-a663-4281-9029-342d5d68aac7|P3389-31,83c373e0-0429-4c5b-b7cd-2eecff2ade2f|P3389-19
57a685ad-cfb8-4e58-8952-f85635f56131|X22-12320-1,79931383-074e-450c-ad95-07dcb0aa0654|X21-10486-1
a2c14769-3498-47ed-b4ed-8c58ed83302a|QR1891-33,12cdeaf7-2ba1-4bb4-939d-e7c68b76667c|QR1891-32
a2cb48d0-7d71-490d-a838-16fa2e73419d|MOD-3781-12835-1,b74c99e0-8a1d-4a1e-9a27-0601ab9f0bc8|QL3781-25
57acd15b-1848-4f69-915a-3323f016d09b|QR2952-2,a8dc4fcf-dabe-492d-b6f4-b7f2a210bb35|QR2952-1
57b89e8b-6b5e-47a3-bc83-4d1ee75b3932|V12887-2,43695305-5801-4407-a022-3250e508e7cc|V12887-1
f855aa5e-22ef-4fe7-a92f-3e9589bd7130|GCPP26712865-2,4e63163c-ea21-43ce-a876-29c3c7a80cba|GCPP26712865-1
57a79dd0-9d63-417a-bce0-035a9b317473|D2766-17,8f57e644-6094-4dc8-add1-441aa3ff8285|D2766-16
865aac64-b7d7-4160-893e-36aed1bfa15d|X2213191-2,d03591db-3e47-4840-bb85-6b08ade709d5|X2213191-1
57a0dc00-6013-41fc-9c42-ce63514cc237|GCMODPP16011264-11332-7,7078de6a-3b76-4f0d-be31-43f896378deb|GCMODPP16011264-11332-3
a2fd468a-43a3-4475-be13-10ff70b9c6db|F10923-17,9d93668b-1c99-48dc-bfad-9cc58d95604e|F10923-6
a2d7891b-9dc0-4512-9d9d-03965abfa17b|SPR3814-4,d1da3a0d-376d-48c8-9769-9845550ee65a|SPR3814-3
57b9df68-d55c-4a61-a3c0-91f6262f84a8|F13727-2,092d7aa2-4519-450e-bffa-f6206de24f18|F13727-1
a2296b7f-81ab-4ab7-89c8-9f197522fa3d|R1656-5,255d977c-99e8-4657-883d-009b265f4097|R1656-3
f896202c-4f4e-44eb-9529-b1a7525d7616|V12635-4,fc826299-df02-4763-8368-e168a7047265|V12635-1
a23a7115-2d0a-4765-8ff7-5b5d513b8fb4|AO-B3709-96,11e4f8ee-43d7-495e-b5af-54b446c249b1|AO-B3709-89
a24d252e-2bf0-4a87-aea8-4835f9d9702d|QR10241-20,3838c33d-4804-488c-b951-19b67814f2ce|QR10241-14
57b8915e-e99f-4938-9814-8a58b93da2d4|MOD-O478-15141-1,4e5e025c-e147-457d-a0f0-4301d0eb13b6|RO478-39
a2651402-4480-4814-bffb-bd68f534bd7f|L3043-55,dfdf1452-d4e3-414e-a7a1-359eeb361115|L3043-44
a2410a16-9355-433a-9edf-78b35dc080d9|R3912-16,d21d1528-c2db-4c3a-b73e-38c8d1bceaea|R3912-10
c658ac3a-4af4-4d9a-b323-dfccd4268105|QF12279-3,6da5cc76-a335-4692-a387-d3fe695787de|QF12279-1
a260caa5-e1e0-4d86-8db6-76472893c74e|G-0816-10363-10,b63e901f-517f-45a8-bf0c-969f7ad475a1|G-0816-10363-7
57d706a5-3227-4741-8df2-8ee331d12443|P2874-11,37236cd9-1fb0-46c5-bf41-80045b6351b6|P2874-10
616702b1-d9f9-4ec9-bffe-dbbc26081192|V12615-3,f742209f-eb6f-48b3-bb05-a5db9224b2c7|V12615-1
57fca54f-e403-451d-b03f-9c2e255ba72a|ASB4384-15,645b95c2-a8db-4556-9dc1-1be33b37ff26|ASB4384-13
f89c93fd-4129-4bc8-a3bd-b4038818c5a2|F4583-3,3317cfcd-6e6c-4868-963f-26f14307ac4b|F4583-2
57cea4d6-c276-4efe-bd1a-2de9b71decda|GCAOAS00413765-3,6eb4e7df-4b27-45a9-97bf-c446b87deda8|GCAOAS00413765-1
f8b786c8-dfc0-4d1f-bb92-bccb261b359f|L11140-5,55d5048c-42b9-48a7-a476-938227b4d2d4|L11140-2
01c40257-9d8c-4e9f-ab75-4e50264c12a2|GCB0124216-4,4abe98d7-2ba3-4715-bf64-80f98ba4f131|GCB0124216-3
f83e1c66-46fc-44e7-82b8-6e283d703eb5|MOD-2494-10824-1,45e90fc5-b408-4873-8af8-ac9f49c2b123|R2494-24
